user_id,username,display_name,video_id,video_title,category_slug,watch_ratio,watched_seconds,video_duration,like,dislike,rating,comment,subscribed,timestamp
0096a422-45bb-47b0-97ee-76b6a7dd3402,khoadoan552,Đoàn Hồng Khoa,b237c76b-9553-4169-91e5-ac6df98db037,"toidaidot   GREY D   official music video",default,0.17,34,200,0,0,,,0,2026-09-26T10:40:10.791599+00:00
0096a422-45bb-47b0-97ee-76b6a7dd3402,khoadoan552,Đoàn Hồng Khoa,22effbac-572a-4641-afc1-9de10944baba,"[Review Phim] Khi Con Người Đứng Trước Thảm Hoạ Diệt Vọng",default,0.21,250,1179,1,0,5,"Đoạn điệp khúc nghe nổi da gà, quá xuất sắc!",0,2026-09-26T10:40:14.851187+00:00
93a55937-d2a4-4060-8b21-98ffc3aa1575,chidinh78,Đinh Quốc Chi,0ad2675f-716c-4509-a279-c1c739d68045,"TIN NÓNG BÓNG ĐÁ 23 9   ĐTVN LÊN ĐƯỜNG, MU NHẮM NGƯỜI THAY CARRICK, MBAPPE SUÝT ĐẾN LIVERPOOL",default,0.43,245,574,0,0,,"Phối khí hay quá, phần bass đánh rất tròn và đã tai.",0,2026-09-26T10:40:18.677608+00:00
93a55937-d2a4-4060-8b21-98ffc3aa1575,chidinh78,Đinh Quốc Chi,a9a387b3-84c2-48f2-8936-8e4fdcfc4868,"OST china",default,0.28,10,39,0,0,3,"Giai điệu bắt tai quá, beat đỉnh chóp luôn.",0,2026-09-26T10:40:21.797044+00:00
5176bfa7-a078-4c3d-ada5-621d68b978d3,vyle121,Lê Tuấn Vy,4098bd7f-19b7-4a10-9168-99003e189feb,"Nhập môn Hacker   Cài và sử dụng tool Kali Linux để tự học làm Hacker",default,0.41,239,583,0,0,3,,0,2026-09-26T10:40:24.957257+00:00
5176bfa7-a078-4c3d-ada5-621d68b978d3,vyle121,Lê Tuấn Vy,9f755e18-1220-4db1-9630-dde0ea2177c2,"Đàm Vĩnh Hưng khẩn trương cùng An Trương   AA ORIGINAL",default,0.21,160,762,0,0,,,0,2026-09-26T10:40:26.515989+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,68f718b8-0025-46d1-9c9d-643d481e0206,"Bạn nghĩ đó là duyên phận Toán học bảo đó là điều tất yếu",music,0.68,210,308,1,0,4,,1,2026-09-26T10:40:31.159984+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,7cec71a6-42f1-427c-9454-14f0be75094e,"Quên Một Người Đã Từng Yêu X Mở Lối Cho Em   VietZ Remix",music,0.85,52,62,1,0,4,,0,2026-09-26T10:40:34.088179+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,b237c76b-9553-4169-91e5-ac6df98db037,"toidaidot   GREY D   official music video",music,0.83,166,200,1,0,,"Giai điệu bắt tai quá, beat đỉnh chóp luôn.",0,2026-09-26T10:40:37.035301+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,52b873ab-165f-44e9-b804-6c400ea49200,"Ở GHÉP VỚI MA (Khi Cái NGHÈO Còn Đáng Sợ Hơn Ma Quỷ)   Review Phim",default,0.42,438,1049,0,0,3,"Đoạn điệp khúc nghe nổi da gà, quá xuất sắc!",0,2026-09-26T10:40:39.716977+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,1e41acf1-0b3d-434c-8d16-21732d052506,"Bài hát số 164 Hết Thương Cạn Nhớ   Đức Phúc",music,0.66,39,60,1,0,5,,0,2026-09-26T10:40:44.265253+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,ab0f4adf-c5d4-4ae1-abce-a7f40847bf75,"Mayonaka Heart Tune (Tune In to the Midnight Heart)Ending Koe no Kiseki (声の軌跡)by Soala",music,0.71,141,200,1,0,,"Giọng hát truyền cảm và ca từ rất ý nghĩa.",0,2026-09-26T10:40:47.250675+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,0a7bf6b9-a209-4ff8-8e22-53bb43af52c0,"3IN1 Nắng x Gió x Mây Remix ( JanK & Long Nón Lá )   Duzme Remix ( FULL ) BẢN HOT TIKTOK 2k26",music,0.8,238,297,1,0,5,"Giọng hát truyền cảm và ca từ rất ý nghĩa.",0,2026-09-26T10:40:51.133281+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,f63f5222-b3a0-400f-b391-0029c15fb867,"𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 Mùa Thu Và Lời Xin Lỗi l Ngày Em Đi Bầu Trời Mây Giăn",music,0.83,3072,3703,1,0,4,,0,2026-09-26T10:40:53.641959+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,80abe0f6-7470-4452-ad1f-db85c7dc11dc,"Đôi mắt đang âm thầm gửi tín hiệu, bạn có đang bỏ qua không",music,0.65,183,280,1,0,,,1,2026-09-26T10:40:56.054869+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,cc3a6bfc-23c4-409e-bfab-70335491d28e,"Nhạc Chill TikTok - Nhạc Lofi Buồn Hot Nhất Hiện Nay - Những Bản Nhạc Lofi Chill Nh",music,0.71,1919,2718,1,0,4,,1,2026-09-26T10:40:59.471584+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,9c83275f-b236-4686-9abd-e07ae604e615,"BRODYAGA FUNK (PHONK) [HMdY9CYBrIU]",music,0.79,107,136,1,0,4,"Phối khí hay quá, phần bass đánh rất tròn và đã tai.",0,2026-09-26T10:41:02.941144+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,38b8dd86-3273-42eb-b328-644141536fc9,"Nắng Dưới Chân Mây Slowed   Thazh x Đông Remix (Nguyễn Hữu Kha)  Này thời gian ơi hãy đứng đợi ngày",music,0.8,184,229,0,1,1,,0,2026-09-26T10:41:05.554502+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,aedde510-3c60-4c65-81e6-a270dd19c024,"Download",music,0.83,217,263,1,0,,"Phối khí hay quá, phần bass đánh rất tròn và đã tai.",0,2026-09-26T10:41:09.179850+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,1afa6c09-c594-41c1-bb6d-6cf4fe453e65,"逆時針向 Asphyxia (Thoat Remix)",music,0.76,213,280,1,0,5,,0,2026-09-26T10:41:11.752778+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,37a61e03-ff4c-49e9-b721-ff20210db414,"12 Hiện Vật Lạ Lùng Vượt Xa Tiến Bộ Khoa Học ｜ Thiên Hà TV",default,0.43,554,1281,1,0,5,,0,2026-09-26T10:41:14.260646+00:00
732ad520-18db-42b9-b815-ce6137b49e6b,khoaho279,Hồ Tuấn Khoa,5396397b-ff32-4cd4-9a25-76995ea638ea,"Người xưa đo chu vi Trái Đất chỉ bằng một cây gậy như thế nào",music,0.92,147,161,1,0,4,,1,2026-09-26T10:41:17.634761+00:00
4a96dce0-4c54-4c68-b8bb-148e80870125,trangdo778,Đỗ Văn Trang,cc3a6bfc-23c4-409e-bfab-70335491d28e,"Nhạc Chill TikTok - Nhạc Lofi Buồn Hot Nhất Hiện Nay - Những Bản Nhạc Lofi Chill Nh",default,0.21,575,2718,0,0,,,0,2026-09-26T10:41:20.295977+00:00
4a96dce0-4c54-4c68-b8bb-148e80870125,trangdo778,Đỗ Văn Trang,987e942c-1dc0-4052-bbcc-fade82bef844,"Thằng lằn hơi bự",default,0.4,153,379,0,0,,"Hóng MV chính thức và các bản live tiếp theo của ca sĩ ạ.",0,2026-09-26T10:41:22.670675+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,a03ff777-e0a3-435d-9273-68bd2b465e6a,"MINI VLOG  Lần đầu trải nghiệm OMAKASE với bạn Độ và bạn Hiếu tại TP.HCM",entertainment,0.65,1180,1811,1,0,,,1,2026-09-26T10:41:27.041680+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,9f755e18-1220-4db1-9630-dde0ea2177c2,"Đàm Vĩnh Hưng khẩn trương cùng An Trương   AA ORIGINAL",entertainment,0.71,541,762,1,0,5,"Phối khí hay quá, phần bass đánh rất tròn và đã tai.",1,2026-09-26T10:41:30.694834+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,97f29fb4-1962-44d3-ae49-972746da18bb,"Tóm Tắt Nhanh Chiến Tranh Lạnh ( 1947   1991)   Kênh tóm tắt Lịch Sử   EZ Sử",entertainment,0.73,517,705,1,0,5,,0,2026-09-26T10:41:33.270946+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,72d81dd0-7f53-4078-9c7c-81a114389ab5,"EA Sports FC 27   All New Gameplay Features & Celebrations",entertainment,0.69,395,573,1,0,,,0,2026-09-26T10:41:35.948872+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,8787caec-234d-47e5-8ba0-4b4d04730d56,"ĂN 1 TRIỆU NGÀY ĐỂ TĂNG CƠ  Có Thật Sự Đáng",entertainment,0.93,1336,1440,1,0,,"Phối khí hay quá, phần bass đánh rất tròn và đã tai.",0,2026-09-26T10:41:38.918456+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,d694d5dc-7c5d-4f97-a5cd-e213d5b85856,"Vụ Việc  Đá Stream  Tại PUBG ASIA STARS   Chuyện Gì Đã Xảy Ra & Trách Nhiệm Thuộc Về Ai",entertainment,0.85,509,597,1,0,5,"Nghe xong thấy thư thái và nhiều năng lượng tích cực hẳn.",0,2026-09-26T10:41:42.178167+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,246927fa-faaf-4271-9516-858535d42c2e,"MCK x ĐÀM VĨNH HƯNG x A$AP ƯỚT MI   NẾU NHƯ TA CHẲNG CÒN   CAM GALA   THIÊN LONG BÁT BỘ (HÀ NỘI)",entertainment,0.93,309,334,0,1,1,,0,2026-09-26T10:41:45.176912+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,ecf6bf45-5e29-4019-a7aa-8cfdaed7b965,"[Review Phim] Cựu Đặc Nhiệm Bị Phản Bội Một Mình Đối Đầu Với Tổ Chức",default,0.41,568,1373,0,0,3,"Đoạn điệp khúc nghe nổi da gà, quá xuất sắc!",0,2026-09-26T10:41:47.794941+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,3b8a0f68-f29c-47e4-89ea-ed64d38032b0,"Can You Match This Human Tetris Pose？ ｜ 2 Player Challenge ｜ Immersive Interactive Warm-up",entertainment,0.95,171,181,1,0,4,,0,2026-09-26T10:41:50.243833+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,ab0f4adf-c5d4-4ae1-abce-a7f40847bf75,"Mayonaka Heart Tune (Tune In to the Midnight Heart)Ending Koe no Kiseki (声の軌跡)by Soala",default,0.38,75,200,0,0,,,0,2026-09-26T10:41:51.654433+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,b930d8c5-a93a-4378-bfe5-d55aace7185d,"ASMR MUKBANG) TRUFFLE BLACK BEAN NOODLES, ENOKI MUSHROOMS SPICY CHICKEN KIMCHI COOKING&EATING SOUNDS",entertainment,0.92,563,614,0,0,,,1,2026-09-26T10:41:53.692314+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,88e06134-79dd-4ff9-8c3c-d17f180598f3,"Giải thích khủng hoảng kinh tế 2008 bằng hoạt hình trong 20 phút",entertainment,0.81,1003,1246,1,0,4,,0,2026-09-26T10:41:56.116692+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,75ec50bf-4a47-4501-a02f-ea1ad703d6d9,"帶你重返Dear Vũ. Universe重溫CHILL CLUB 推介榜 年度推介 23 24 Dear Jane x Vũ.   2084",entertainment,0.72,151,209,0,1,,"Nội dung chưa thực sự ấn tượng như kỳ vọng.",0,2026-09-26T10:41:58.975350+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,70135f49-07cc-4e2f-a392-465a5f4415ab,"Phạm Trù Nội Dung Và Hình Thức   Triết Học Mác Lê Nin   Bảo Đảm Hiểu Nhanh Chóng",entertainment,0.87,258,297,1,0,5,,0,2026-09-26T10:42:01.427986+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,2f1e0e59-a912-4007-a7d4-5c717b93915a,"Trải nghiệm ChatGPT 5.6 và GPT Work mới  Đủ ngon như Claude không",entertainment,0.7,265,377,1,0,,,0,2026-09-26T10:42:04.004092+00:00
5bc668cf-6f49-4964-ad87-b14c96c49ec1,tungtran928,Trần Gia Tùng,8aef8489-cef9-4caf-9a1b-db62c782d49e,"Dàn cast 2 Ngày 1 Đêm và màn khởi động cho chặng An Giang với MV đậm chất miền Tây",entertainment,0.68,99,146,1,0,,,1,2026-09-26T10:42:06.468748+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,1f3b34e1-3bcd-4a6d-a1ab-003a85100874,"Loại bột này thật sự lý tưởng để ăn mỗi ngày, hiếm có ở Việt Nam, nhưng có ngon bằng cơm không",daily,0.74,408,549,1,0,,"Hóng MV chính thức và các bản live tiếp theo của ca sĩ ạ.",0,2026-09-26T10:42:10.354542+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,2f6c5c2c-7b98-49ea-80b1-2be47f0bc06d,"Trong chuyến đi Châu Phi lần này, Madagascar là đảo quốc đặc biệt mà Khoai muốn đến trước tiên. Giá",daily,0.75,443,591,1,0,5,"Giọng hát truyền cảm và ca từ rất ý nghĩa.",0,2026-09-26T10:42:15.610758+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,b3427bd3-d47f-4bc0-bcd7-6dba1600c6e4,"GJ 504b Hành tinh 250 triệu tuổi đang phá vỡ mọi định luật thiên văn học",daily,0.74,119,161,0,0,3,"Bài này nghe cuốn thật sự, replay từ sáng đến giờ không chán!",1,2026-09-26T10:42:18.637935+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,317988bc-45eb-41fb-b388-0af5d3d0da9b,"Nay Khoai nấu bữa tiệc với bà con Khmer ở An Giang, Miền Tây Việt Nam mình. Món nào cũng ngon, nhất",daily,0.76,198,262,1,0,,,1,2026-09-26T10:42:21.712392+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,829418cd-0a11-474c-88fb-4ed8a7ab5f84,"Isaac Newton - Nhà khoa học thay đổi toàn bộ thế giới ｜ Viết Cùng Tiểu Hy ｜ Thế",default,0.31,289,925,0,0,3,,0,2026-09-26T10:42:23.541482+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,373558c8-874d-4e6f-bebf-420451b0e1c6,"(114)  Ăn sập  Hongkong  CHỢ HẢI SẢN địa phương toàn tôm hùm cua ghẹ  Du lịch ẩm thực HongKong",daily,0.7,1724,2468,1,0,4,,1,2026-09-26T10:42:26.351713+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,5437118a-adff-4c8b-ba9a-efffc44eac0f,"4 Thần Thú Làm Điên Đảo Mọi Nhà Vật Lý Học Vĩ Đại Nhất Lịch Sử!",daily,0.82,273,333,1,0,5,,0,2026-09-26T10:42:28.828965+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,ef1671f0-9019-40d2-a44c-e36a429399e6,"Sơn thủy trùng mây",default,0.37,71,195,0,0,3,"Hóng MV chính thức và các bản live tiếp theo của ca sĩ ạ.",0,2026-09-26T10:42:31.996593+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,4b460bbb-d85c-4139-bbdc-3c829612abc9,"Buổi sáng đầu tiên ở Bắc Hà cùng mình đi chợ phiên lùng phình",daily,0.76,1264,1670,1,0,5,,0,2026-09-26T10:42:34.457566+00:00
e96273ef-a6f4-4908-9280-911a0d602147,huyle74,Lê Xuân Huy,b8d56262-a2f1-45fe-a392-a21fc1f74e5b,"Du lịch bụi Mỹ P3 Đi chơi San Francisco ăn nhiều món ngon. Hết bị trái múi giờ rồi, Khoai vô trung t",daily,0.75,541,719,0,1,,,0,2026-09-26T10:42:36.569228+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,61dca673-0fec-4695-a808-3a8396e05e7b,"Ngày 2 ở Thụy Sĩ, Khoai dựng nhà cạnh hồ Brienz. Du lịch ẩm thực Châu Âu",cong-nghe,0.7,1840,2641,1,0,,,0,2026-09-26T10:42:40.571285+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,ab892ea6-36e9-4bbc-bc8b-213fe1cc3b90,"Lùm xùm PUBG cấm thi đấu 2 tuyển thủ Việt Nam- -Luật chơi đã công bằng hay chưa-- - Gì thế nhỉ-",cong-nghe,0.91,712,782,0,0,,,1,2026-09-26T10:42:42.433798+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,c0005be7-182b-472d-b763-2579bbb1e8ec,"Tại Sao Các Công Ty Lớn Không Dùng ChatGPT Cho AI Agent",cong-nghe,0.87,621,717,1,0,4,,1,2026-09-26T10:42:45.231263+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,f105b0a3-ddcf-4f79-9be8-109eb071b681,"Nhạc Chill TikTok - Nhạc Lofi Buồn Hot Nhất Hiện Nay - Những Bản Nhạc Lofi Chill Nh",default,0.17,458,2707,0,0,3,,0,2026-09-26T10:42:47.114032+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,7be983ce-f47e-4185-a456-6c602fa6e5af,"9 Công Trình Việt Nam Nổi Tiếng Thế Giới Hiện Nay ｜ Mới Cập Nhật",cong-nghe,0.78,810,1043,0,1,,"Góp ý kênh nên đầu tư thêm về mặt nội dung.",0,2026-09-26T10:42:50.619723+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,ae29e0ba-bfe4-4aa7-8c96-3c2e5510378f,"Có một điều kỳ lạ ở Băng Đảo Iceland! Mời cô bác mình  đi chợ  với Khoai nha",cong-nghe,0.67,198,298,0,0,,,0,2026-09-26T10:42:52.191223+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,81dce788-5665-41cb-827a-fe97c2e66db4,"Mở đầu ngày du lịch quá là chấn động. Hông sao hông sao, mình đi lên tắm thác cho cá rỉa bù lại",cong-nghe,0.74,339,457,1,0,5,,1,2026-09-26T10:42:55.027159+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,6d54cd6d-5e82-47c8-b2ff-73404120d388,"Níu Duyên (Deep House)",cong-nghe,0.66,188,287,0,1,,,0,2026-09-26T10:42:57.160199+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,0d17b5ce-b8b1-4384-bd80-ab9d424b76ca,"Xích Linh 赤伶 Remix Full   Ver 2 + Ver 3 BT Mix (Nhạc Trung Remix Hot Tiktok)",cong-nghe,0.88,580,657,0,1,,"Góp ý kênh nên đầu tư thêm về mặt nội dung.",1,2026-09-26T10:43:00.886373+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,d774d7cb-e9ac-4ce9-bcf4-b285e018cfc7,"Tổng quan về Multi Behavior Matrix Factorization",cong-nghe,0.9,205,228,1,0,4,,0,2026-09-26T10:43:03.571418+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,0c0d1a1a-558c-4ad4-9819-0a652961e363,"Trên tay iPhone Duo Đầu Tiên của Apple  iPhone gập, Phần mềm đỉnh cao, Camera ẩn, Giá 65 triệu",cong-nghe,0.87,256,295,1,0,5,,0,2026-09-26T10:43:06.167938+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,0695355a-a075-4644-9581-62a85a14afd4,"Shin lồng tiếng HTV2 Lần này phải quyết tâm dọn dẹp Masao bỏ trốn Mùi lạ trong đêm",cong-nghe,0.78,1014,1307,1,0,,,0,2026-09-26T10:43:08.754319+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,d1322e21-ea4a-4afe-a9aa-2d38ca48445b,"Đánh giá hiệu năng iPhone 18 Pro Max： Gaming ẤN TƯỢNG - Tản nhiệt VƯỢT TRỘI!!!",cong-nghe,0.84,383,455,1,0,4,,1,2026-09-26T10:43:11.677559+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,293ae6a2-5fb0-4e11-88e4-7a6cbdffdb23,"Trước khi Trái Đất phủ màu xanh, liệu hành tinh này từng là một “thế giới màu tím”",cong-nghe,0.75,182,243,0,1,,,0,2026-09-26T10:43:13.918909+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,315346da-7710-4814-8ba4-4a97a5966f61,"7 KỲ QUAN THẾ GIỚI MỚI LÀ NHỮNG SIÊU CÔNG TRÌNH NÀO？.f616",cong-nghe,0.73,322,444,0,0,3,,0,2026-09-26T10:43:15.885074+00:00
6f72f39e-0d38-4333-b0b7-40a93e028c8e,binhly62,Lý Minh Bình,f63f5222-b3a0-400f-b391-0029c15fb867,"𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭 Mùa Thu Và Lời Xin Lỗi l Ngày Em Đi Bầu Trời Mây Giăn",default,0.41,1503,3703,0,0,3,,0,2026-09-26T10:43:18.391258+00:00
1dde75fb-7bc2-455d-914e-307a6ee6abe1,maivu664,Vũ Thị Mai,5437118a-adff-4c8b-ba9a-efffc44eac0f,"4 Thần Thú Làm Điên Đảo Mọi Nhà Vật Lý Học Vĩ Đại Nhất Lịch Sử!",default,0.29,95,333,0,1,,"Cần cải thiện thêm về chất lượng âm thanh và hình ảnh.",0,2026-09-26T10:43:22.893502+00:00
